ID,POSITIVE,NEUTRAL,NEGATIVE,COMPUND 
4832,0.0,1.0,0.0,0.0
4840,0.091,0.909,0.0,0.0772
4841,0.0,1.0,0.0,0.0
4843,0.0,1.0,0.0,0.0
4844,0.119,0.881,0.0,0.4019
4845,0.214,0.786,0.0,0.7783
4846,0.349,0.651,0.0,0.7528
4847,0.106,0.894,0.0,0.0772
4848,0.0,1.0,0.0,0.0
4850,0.0,0.708,0.292,-0.5106
4851,0.0,1.0,0.0,0.0
4852,0.227,0.773,0.0,0.6249
4853,0.254,0.746,0.0,0.7003
4857,0.0,1.0,0.0,0.0
4858,0.148,0.852,0.0,0.3089
4859,0.0,0.928,0.072,-0.2732
4861,0.0,1.0,0.0,0.0
4863,0.122,0.679,0.199,-0.1739
4871,0.778,0.222,0.0,0.7184
4873,0.0,0.787,0.213,-0.4019
4874,0.0,1.0,0.0,0.0
4875,0.54,0.46,0.0,0.8555
4876,0.0,1.0,0.0,0.0
4879,0.0,1.0,0.0,0.0
4880,0.083,0.917,0.0,0.2023
4881,0.5,0.5,0.0,0.4588
4883,0.206,0.794,0.0,0.3818
4884,0.0,1.0,0.0,0.0
4885,0.122,0.878,0.0,0.3612
4888,0.576,0.424,0.0,0.7777
4890,0.209,0.791,0.0,0.4404
4891,0.0,1.0,0.0,0.0
4892,0.0,0.876,0.124,-0.4019
4893,0.198,0.802,0.0,0.4939
4894,0.367,0.633,0.0,0.4404
4895,0.143,0.741,0.116,0.128
4896,0.0,1.0,0.0,0.0
4898,0.524,0.476,0.0,0.6705
4903,0.0,0.649,0.351,-0.4019
4910,0.0,1.0,0.0,0.0
4912,0.0,1.0,0.0,0.0
4913,0.651,0.349,0.0,0.6808
4914,0.55,0.45,0.0,0.7269
4915,0.492,0.508,0.0,0.4404
4917,0.0,0.756,0.244,-0.3089
4923,0.0,0.843,0.157,-0.3818
4924,0.386,0.614,0.0,0.5267
4925,0.0,1.0,0.0,0.0
4926,0.0,1.0,0.0,0.0
4927,0.261,0.739,0.0,0.5574
4929,0.141,0.731,0.127,0.0754
4930,0.0,0.725,0.275,-0.7243
4938,0.086,0.828,0.086,0.0
4939,0.213,0.787,0.0,0.4549
4941,0.348,0.652,0.0,0.4939
4942,0.391,0.609,0.0,0.5423
4944,0.0,1.0,0.0,0.0
4945,0.355,0.645,0.0,0.607
4946,0.0,1.0,0.0,0.0
4947,0.0,0.698,0.302,-0.3818
4948,0.0,1.0,0.0,0.0
4949,0.153,0.847,0.0,0.4019
4953,0.0,1.0,0.0,0.0
4954,0.0,1.0,0.0,0.0
4956,0.128,0.872,0.0,0.4173
4957,0.0,1.0,0.0,0.0
4961,0.0,1.0,0.0,0.0
4962,0.0,1.0,0.0,0.0
4964,0.0,0.706,0.294,-0.3612
4965,0.0,1.0,0.0,0.0
4967,0.42,0.58,0.0,0.4404
4968,0.0,0.877,0.123,-0.1027
4977,0.0,1.0,0.0,0.0
4978,0.0,1.0,0.0,0.0
4979,0.0,0.919,0.081,-0.296
4980,0.144,0.856,0.0,0.4019
4987,0.202,0.622,0.176,0.088
4988,0.2,0.8,0.0,0.25
4989,0.0,1.0,0.0,0.0
4990,0.0,1.0,0.0,0.0
4996,0.0,1.0,0.0,0.0
5000,0.0,1.0,0.0,0.0
5002,0.0,0.806,0.194,-0.34
5003,0.297,0.703,0.0,0.6705
5004,0.211,0.789,0.0,0.34
5007,0.153,0.847,0.0,0.4019
5008,0.0,1.0,0.0,0.0
5009,0.18,0.82,0.0,0.6444
5014,0.0,1.0,0.0,0.0
5015,0.0,1.0,0.0,0.0
5016,0.0,1.0,0.0,0.0
5019,0.191,0.809,0.0,0.3818
5023,0.0,0.748,0.252,-0.5719
5024,0.158,0.842,0.0,0.5423
5025,0.0,1.0,0.0,0.0
5028,0.42,0.58,0.0,0.4404
5029,0.0,1.0,0.0,0.0
5032,0.0,1.0,0.0,0.0
5033,0.492,0.508,0.0,0.8658
5034,0.296,0.704,0.0,0.2732
5038,0.175,0.825,0.0,0.3252
5039,0.0,1.0,0.0,0.0
5042,0.0,1.0,0.0,0.0
5043,0.215,0.785,0.0,0.6249
5046,0.243,0.757,0.0,0.5927
5047,0.0,1.0,0.0,0.0
5054,0.419,0.581,0.0,0.7574
5060,0.0,1.0,0.0,0.0
5066,0.403,0.597,0.0,0.4019
5067,0.108,0.892,0.0,0.1779
5068,0.0,0.843,0.157,-0.4215
5071,0.273,0.727,0.0,0.5423
5072,0.0,1.0,0.0,0.0
5073,0.0,1.0,0.0,0.0
5076,0.106,0.894,0.0,0.0772
5082,0.0,1.0,0.0,0.0
5083,0.0,0.75,0.25,-0.5661
5084,0.0,0.656,0.344,-0.2732
5086,0.0,1.0,0.0,0.0
5088,0.55,0.45,0.0,0.7269
5089,0.204,0.796,0.0,0.6249
5090,0.223,0.777,0.0,0.3182
5091,0.0,0.85,0.15,-0.3182
5094,0.0,1.0,0.0,0.0
5096,0.444,0.556,0.0,0.6808
5101,0.147,0.752,0.101,0.1027
5102,0.403,0.597,0.0,0.4019
5105,0.132,0.868,0.0,0.4404
5109,0.403,0.597,0.0,0.4019
5110,0.0,1.0,0.0,0.0
5111,0.078,0.922,0.0,0.4019
5114,0.282,0.718,0.0,0.6249
5115,0.367,0.633,0.0,0.4404
5116,0.181,0.645,0.174,0.0258
5118,0.0,1.0,0.0,0.0
5122,0.0,0.737,0.263,-0.3612
5123,0.0,1.0,0.0,0.0
5127,0.0,1.0,0.0,0.0
5132,0.168,0.744,0.087,0.3612
5133,0.048,0.952,0.0,0.2724
5139,0.158,0.842,0.0,0.296
5140,0.0,0.695,0.305,-0.7297
5141,0.0,0.694,0.306,-0.296
5145,0.081,0.919,0.0,0.3818
5147,0.14,0.742,0.118,0.128
5148,0.0,0.816,0.184,-0.4019
5149,0.143,0.788,0.069,0.3612
5154,0.0,0.795,0.205,-0.4767
5155,0.0,1.0,0.0,0.0
5157,0.474,0.526,0.0,0.4019
5160,0.412,0.588,0.0,0.6808
5163,0.0,0.682,0.318,-0.5664
5165,0.0,1.0,0.0,0.0
5166,0.476,0.524,0.0,0.8399
5167,0.0,1.0,0.0,0.0
5168,0.0,0.809,0.191,-0.5423
5170,0.439,0.561,0.0,0.5719
5173,0.0,1.0,0.0,0.0
5175,0.0,1.0,0.0,0.0
5176,0.435,0.565,0.0,0.6597
5177,0.0,0.526,0.474,-0.4019
5179,0.0,1.0,0.0,0.0
5180,0.0,0.732,0.268,-0.296
5183,0.133,0.867,0.0,0.3818
5184,0.0,0.787,0.213,-0.4019
5185,0.0,1.0,0.0,0.0
5186,0.187,0.813,0.0,0.3182
5187,0.293,0.707,0.0,0.6597
5188,0.0,1.0,0.0,0.0
5189,0.04,0.96,0.0,0.0772
5190,0.737,0.263,0.0,0.6808
5191,0.142,0.806,0.052,0.5719
5192,0.149,0.851,0.0,0.4215
5193,0.0,1.0,0.0,0.0
5194,0.0,1.0,0.0,0.0
5195,0.0,1.0,0.0,0.0
5200,0.172,0.828,0.0,0.4019
5203,0.0,1.0,0.0,0.0
5204,0.145,0.724,0.131,0.0772
5205,0.0,1.0,0.0,0.0
5206,0.191,0.809,0.0,0.5106
5207,0.0,1.0,0.0,0.0
5210,0.408,0.282,0.31,0.1779
5216,0.367,0.633,0.0,0.4404
5219,0.0,1.0,0.0,0.0
5220,0.0,1.0,0.0,0.0
5221,0.0,1.0,0.0,0.0
5222,0.672,0.328,0.0,0.6249
5223,0.19,0.605,0.206,-0.1027
5225,0.245,0.755,0.0,0.7783
5226,0.398,0.602,0.0,0.5106
5227,0.0,1.0,0.0,0.0
5234,0.0,1.0,0.0,0.0
5235,0.0,0.919,0.081,-0.3724
5237,0.0,1.0,0.0,0.0
5238,0.0,0.426,0.574,-0.4019
5248,0.198,0.802,0.0,0.4939
5249,0.0,0.825,0.175,-0.5267
5253,0.0,1.0,0.0,0.0
5255,0.0,0.89,0.11,-0.3818
5256,0.0,1.0,0.0,0.0
5257,0.257,0.743,0.0,0.6369
5258,0.31,0.69,0.0,0.4019
5259,0.0,0.818,0.182,-0.3017
5261,0.0,0.804,0.196,-0.296
5262,0.0,1.0,0.0,0.0
5263,0.234,0.766,0.0,0.4404
5265,0.0,1.0,0.0,0.0
5267,0.244,0.756,0.0,0.4404
5268,0.792,0.208,0.0,0.5859
5269,0.325,0.675,0.0,0.6486
5273,0.0,0.694,0.306,-0.296
5274,0.804,0.196,0.0,0.6249
5284,0.336,0.415,0.249,0.2263
5288,0.444,0.556,0.0,0.4927
5291,0.0,0.722,0.278,-0.4019
5293,0.288,0.712,0.0,0.7717
5297,0.167,0.833,0.0,0.2023
5298,0.0,0.637,0.363,-0.6901
5299,0.091,0.909,0.0,0.4019
5307,0.492,0.508,0.0,0.4404
5309,0.206,0.794,0.0,0.5222
5310,0.137,0.863,0.0,0.3268
5312,0.0,1.0,0.0,0.0
5314,0.0,1.0,0.0,0.0
5315,0.07,0.753,0.177,-0.7712
5318,0.181,0.819,0.0,0.4767
5320,0.0,1.0,0.0,0.0
5324,0.129,0.714,0.157,-0.1027
5325,0.0,0.879,0.121,-0.296
5327,0.0,1.0,0.0,0.0
5329,0.247,0.753,0.0,0.3182
5330,0.0,0.764,0.236,-0.4754
5335,0.102,0.898,0.0,0.1779
5336,0.039,0.961,0.0,0.09
5338,0.444,0.556,0.0,0.4588
5339,0.0,1.0,0.0,0.0
5340,0.208,0.792,0.0,0.4939
5341,0.261,0.541,0.198,0.1779
5343,0.0,1.0,0.0,0.0
5344,0.0,1.0,0.0,0.0
5345,0.286,0.714,0.0,0.4215
5347,0.0,0.905,0.095,-0.3415
5348,0.166,0.749,0.085,0.3612
5362,0.0,1.0,0.0,0.0
5363,0.0,1.0,0.0,0.0
5364,0.204,0.796,0.0,0.3182
5371,0.537,0.463,0.0,0.6997
5372,0.114,0.886,0.0,0.4019
5375,0.0,1.0,0.0,0.0
5376,0.0,1.0,0.0,0.0
5378,0.0,1.0,0.0,0.0
5389,0.0,0.813,0.187,-0.3182
5403,0.0,1.0,0.0,0.0
5404,0.0,1.0,0.0,0.0
5405,0.0,1.0,0.0,0.0
5406,0.0,1.0,0.0,0.0
5411,0.0,1.0,0.0,0.0
5413,0.161,0.839,0.0,0.3612
5415,0.0,1.0,0.0,0.0
5419,0.0,1.0,0.0,0.0
5420,0.514,0.486,0.0,0.6527
5424,0.357,0.643,0.0,0.6124
5426,0.265,0.735,0.0,0.2023
5427,0.0,1.0,0.0,0.0
5428,0.0,1.0,0.0,0.0
5429,0.108,0.803,0.088,0.128
5431,0.245,0.755,0.0,0.3818
5438,0.42,0.58,0.0,0.4404
5439,0.0,1.0,0.0,0.0
5442,0.0,1.0,0.0,0.0
5443,0.14,0.784,0.077,0.3102
5448,0.0,1.0,0.0,0.0
5449,0.091,0.909,0.0,0.3818
5458,0.172,0.828,0.0,0.4019
5462,0.0,1.0,0.0,0.0
5470,0.231,0.769,0.0,0.4019
5471,0.0,1.0,0.0,0.0
5472,0.333,0.667,0.0,0.6705
5473,0.0,1.0,0.0,0.0
5474,0.215,0.785,0.0,0.6249
5477,0.701,0.299,0.0,0.5719
5478,0.106,0.894,0.0,0.3818
5479,0.0,1.0,0.0,0.0
5483,0.064,0.936,0.0,0.0772
5485,0.0,1.0,0.0,0.0
5487,0.0,1.0,0.0,0.0
5492,0.0,1.0,0.0,0.0
5493,0.209,0.791,0.0,0.4404
5494,0.0,1.0,0.0,0.0
5495,0.0,1.0,0.0,0.0
5498,0.106,0.894,0.0,0.0772
5499,0.464,0.536,0.0,0.3818
5500,0.351,0.649,0.0,0.4019
5501,0.0,1.0,0.0,0.0
5502,0.183,0.817,0.0,0.6939
5504,0.17,0.68,0.15,0.0772
5506,0.0,1.0,0.0,0.0
5507,0.0,1.0,0.0,0.0
5510,0.528,0.472,0.0,0.6808
5513,0.0,1.0,0.0,0.0
5519,0.0,1.0,0.0,0.0
5520,0.0,0.741,0.259,-0.4215
5524,0.0,1.0,0.0,0.0
5525,0.0,1.0,0.0,0.0
5526,0.0,0.0,1.0,-0.5994
5529,0.082,0.853,0.064,0.1571
5530,0.0,1.0,0.0,0.0
5544,0.224,0.776,0.0,0.7579
5547,0.0,1.0,0.0,0.0
5548,0.179,0.566,0.255,-0.2023
5549,0.13,0.71,0.16,-0.128
5550,0.13,0.87,0.0,0.6908
5552,0.0,1.0,0.0,0.0
5553,0.0,1.0,0.0,0.0
5554,0.0,1.0,0.0,0.0
5555,0.096,0.75,0.153,-0.1511
5556,0.0,1.0,0.0,0.0
5564,0.0,0.476,0.524,-0.296
5567,0.0,1.0,0.0,0.0
5568,0.053,0.881,0.067,-0.128
5569,0.0,1.0,0.0,0.0
5570,0.111,0.796,0.093,0.128
5576,0.25,0.75,0.0,0.4588
5578,0.0,1.0,0.0,0.0
5580,0.0,1.0,0.0,0.0
5581,0.351,0.649,0.0,0.4019
5582,0.145,0.855,0.0,0.1779
5585,0.0,1.0,0.0,0.0
5587,0.34,0.66,0.0,0.5574
5591,0.0,1.0,0.0,0.0
5592,0.205,0.795,0.0,0.2023
5593,0.277,0.723,0.0,0.3182
5596,0.0,1.0,0.0,0.0
5600,0.25,0.75,0.0,0.25
5601,0.216,0.541,0.243,-0.0772
5602,0.0,1.0,0.0,0.0
5603,0.326,0.674,0.0,0.4404
5606,0.326,0.674,0.0,0.4404
5610,0.0,1.0,0.0,0.0
5614,0.0,0.857,0.143,-0.3612
5615,0.0,1.0,0.0,0.0
5617,0.0,0.71,0.29,-0.5984
5618,0.0,0.735,0.265,-0.3839
5619,0.153,0.847,0.0,0.2023
5621,0.212,0.66,0.127,0.2023
5622,0.207,0.73,0.063,0.6908
5627,0.189,0.811,0.0,0.3612
5629,0.172,0.828,0.0,0.4404
5630,0.31,0.69,0.0,0.2023
5631,0.198,0.678,0.124,0.2163
5632,0.0,0.811,0.189,-0.5423
5633,0.278,0.722,0.0,0.4019
5635,0.294,0.706,0.0,0.3612
5636,0.278,0.722,0.0,0.4019
5637,0.358,0.441,0.201,0.4939
5641,0.296,0.37,0.333,-0.0772
5644,0.106,0.894,0.0,0.0772
5645,0.0,1.0,0.0,0.0
5649,0.0,1.0,0.0,0.0
5652,0.0,1.0,0.0,0.0
5655,0.0,1.0,0.0,0.0
5657,0.255,0.745,0.0,0.7351
5659,0.0,0.727,0.273,-0.3089
5660,0.0,1.0,0.0,0.0
5665,0.0,1.0,0.0,0.0
5666,0.0,0.87,0.13,-0.3401
5667,0.087,0.913,0.0,0.2023
5668,0.171,0.829,0.0,0.2144
5669,0.124,0.876,0.0,0.4019
5674,0.0,0.671,0.329,-0.5994
5680,0.0,1.0,0.0,0.0
5684,0.0,1.0,0.0,0.0
5686,0.252,0.748,0.0,0.4019
5687,0.241,0.759,0.0,0.2263
5696,0.0,1.0,0.0,0.0
5701,0.0,1.0,0.0,0.0
5702,0.0,1.0,0.0,0.0
5703,0.148,0.852,0.0,0.3818
5704,0.137,0.863,0.0,0.4019
5705,0.126,0.874,0.0,0.3182
5706,0.19,0.81,0.0,0.8689
5707,0.0,0.597,0.403,-0.4019
5708,0.0,0.649,0.351,-0.4019
5709,0.33,0.67,0.0,0.7845
5710,0.172,0.828,0.0,0.4019
5717,0.672,0.328,0.0,0.6249
5726,0.0,1.0,0.0,0.0
5728,0.304,0.696,0.0,0.9265
5729,0.293,0.707,0.0,0.4404
5733,0.0,1.0,0.0,0.0
5736,0.0,1.0,0.0,0.0
5737,0.043,0.813,0.144,-0.6489
5742,0.205,0.696,0.099,0.4404
5743,0.0,1.0,0.0,0.0
5744,0.234,0.722,0.043,0.9282
5745,0.0,0.818,0.182,-0.4404
5746,0.0,1.0,0.0,0.0
5747,0.11,0.89,0.0,0.3818
5748,0.0,1.0,0.0,0.0
5749,0.0,1.0,0.0,0.0
5750,0.252,0.748,0.0,0.4019
5752,0.483,0.517,0.0,0.8807
5753,0.0,0.915,0.085,-0.4019
5761,0.303,0.697,0.0,0.7264
5776,0.144,0.856,0.0,0.4939
5777,0.0,1.0,0.0,0.0
5780,0.0,1.0,0.0,0.0
5781,0.0,0.366,0.634,-0.6369
5782,0.0,1.0,0.0,0.0
5784,0.344,0.656,0.0,0.2732
5785,0.244,0.756,0.0,0.4404
5788,0.0,1.0,0.0,0.0
5790,0.494,0.506,0.0,0.4466
5792,0.0,1.0,0.0,0.0
5793,0.091,0.909,0.0,0.4215
5794,0.126,0.83,0.043,0.296
5795,0.0,0.876,0.124,-0.4767
5800,0.524,0.476,0.0,0.6808
5802,0.0,1.0,0.0,0.0
5803,0.0,1.0,0.0,0.0
5805,0.0,0.765,0.235,-0.5116
5806,0.231,0.769,0.0,0.4019
5809,0.0,1.0,0.0,0.0
5813,0.435,0.483,0.082,0.8176
5822,0.08,0.853,0.066,-0.1263
5823,0.167,0.833,0.0,0.6124
5827,0.179,0.821,0.0,0.34
5830,0.231,0.769,0.0,0.2732
5838,0.237,0.653,0.11,0.7351
5841,0.0,1.0,0.0,0.0
5842,0.27,0.73,0.0,0.5719
5843,0.341,0.659,0.0,0.8316
5847,0.0,1.0,0.0,0.0
5848,0.0,1.0,0.0,0.0
5849,0.152,0.848,0.0,0.3612
5850,0.0,1.0,0.0,0.0
5859,0.0,1.0,0.0,0.0
5864,0.201,0.799,0.0,0.7227
5873,0.0,1.0,0.0,0.0
5874,0.0,1.0,0.0,0.0
5875,0.085,0.831,0.084,0.0101
5880,0.126,0.874,0.0,0.0772
5891,0.0,0.828,0.172,-0.3612
5892,0.13,0.87,0.0,0.4019
5893,0.0,1.0,0.0,0.0
5894,0.0,0.807,0.193,-0.4782
5895,0.0,0.844,0.156,-0.4497
5896,0.0,1.0,0.0,0.0
5899,0.326,0.674,0.0,0.9109
5900,0.0,1.0,0.0,0.0
5901,0.205,0.795,0.0,0.4767
5902,0.565,0.435,0.0,0.6369
5903,0.25,0.395,0.355,-0.2023
5906,0.0,1.0,0.0,0.0
5907,0.0,0.851,0.149,-0.4215
5909,0.303,0.449,0.247,0.128
5910,0.45,0.55,0.0,0.5994
5911,0.0,0.624,0.376,-0.3412
5914,0.0,1.0,0.0,0.0
5918,0.194,0.806,0.0,0.4767
5922,0.247,0.753,0.0,0.3182
5933,0.0,1.0,0.0,0.0
5934,0.164,0.716,0.12,0.2009
5936,0.0,1.0,0.0,0.0
5942,0.0,1.0,0.0,0.0
5953,0.167,0.833,0.0,0.4215
5954,0.333,0.667,0.0,0.3612
5956,0.0,1.0,0.0,0.0
5957,0.141,0.663,0.196,-0.25
5960,0.537,0.463,0.0,0.7003
5968,0.36,0.57,0.07,0.8799
5969,0.084,0.916,0.0,0.3182
5971,0.0,0.748,0.252,-0.4019
5972,0.0,0.857,0.143,-0.3252
5976,0.0,1.0,0.0,0.0
5977,0.0,0.898,0.102,-0.3818
5981,0.0,1.0,0.0,0.0
5982,0.0,1.0,0.0,0.0
5983,0.0,1.0,0.0,0.0
5988,0.371,0.629,0.0,0.6486
5991,0.0,1.0,0.0,0.0
5994,0.0,1.0,0.0,0.0
5995,0.0,1.0,0.0,0.0
5997,0.0,0.741,0.259,-0.1139
6003,0.0,1.0,0.0,0.0
6004,0.157,0.843,0.0,0.0772
6005,0.0,1.0,0.0,0.0
6006,0.0,1.0,0.0,0.0
6009,0.289,0.711,0.0,0.886
6010,0.0,0.822,0.178,-0.3374
6011,0.0,0.826,0.174,-0.2732
6012,0.206,0.794,0.0,0.0772
6019,0.0,1.0,0.0,0.0
6020,0.285,0.55,0.165,0.2415
6022,0.0,1.0,0.0,0.0
6026,0.0,1.0,0.0,0.0
6034,0.318,0.359,0.323,-0.0094
6039,0.0,1.0,0.0,0.0
6044,0.0,1.0,0.0,0.0
6049,0.351,0.649,0.0,0.4019
6051,0.0,1.0,0.0,0.0
6055,0.0,1.0,0.0,0.0
6056,0.0,0.679,0.321,-0.428
6063,0.0,1.0,0.0,0.0
6067,0.0,1.0,0.0,0.0
6071,0.0,1.0,0.0,0.0
6073,0.167,0.833,0.0,0.5574
6078,0.225,0.548,0.227,-0.0099
6079,0.0,0.796,0.204,-0.5574
6083,0.479,0.521,0.0,0.5574
6087,0.0,1.0,0.0,0.0
6097,0.592,0.408,0.0,0.4404
6099,0.0,1.0,0.0,0.0
6101,0.351,0.649,0.0,0.4019
6102,0.0,1.0,0.0,0.0
6104,0.529,0.471,0.0,0.5423
6108,0.0,1.0,0.0,0.0
6109,0.0,1.0,0.0,0.0
6112,0.0,1.0,0.0,0.0
6117,0.359,0.641,0.0,0.4215
6118,0.0,0.806,0.194,-0.3412
6119,0.0,1.0,0.0,0.0
6120,0.182,0.818,0.0,0.4404
6121,0.252,0.748,0.0,0.4019
6122,0.0,1.0,0.0,0.0
6124,0.0,1.0,0.0,0.0
6125,0.334,0.513,0.153,0.3657
6126,0.115,0.885,0.0,0.1119
6127,0.0,0.455,0.545,-0.34
6129,0.278,0.722,0.0,0.4019
6130,0.259,0.741,0.0,0.2716
6131,0.144,0.856,0.0,0.4019
6132,0.0,1.0,0.0,0.0
6136,0.0,1.0,0.0,0.0
6142,0.171,0.748,0.082,0.3597
6143,0.329,0.524,0.147,0.3481
6144,0.0,1.0,0.0,0.0
6146,0.592,0.408,0.0,0.4404
6151,0.116,0.71,0.174,-0.2263
6154,0.506,0.494,0.0,0.6249
6155,0.242,0.526,0.232,0.0258
6156,0.209,0.791,0.0,0.4404
6161,0.151,0.726,0.123,0.128
6169,0.049,0.951,0.0,0.1779
6171,0.0,1.0,0.0,0.0
6172,0.0,0.703,0.297,-0.2755
6174,0.359,0.641,0.0,0.4215
6179,0.091,0.909,0.0,0.1779
6181,0.205,0.795,0.0,0.2023
6183,0.592,0.408,0.0,0.4404
6184,0.649,0.351,0.0,0.6757
6185,0.118,0.882,0.0,0.1531
6186,0.648,0.352,0.0,0.8481
6187,0.28,0.43,0.29,-0.0258
6191,0.0,1.0,0.0,0.0
6192,0.0,0.847,0.153,-0.4019
6195,0.0,1.0,0.0,0.0
6197,0.0,1.0,0.0,0.0
6198,0.344,0.656,0.0,0.4939
6199,0.0,1.0,0.0,0.0
6200,0.114,0.886,0.0,0.4019
6201,0.189,0.811,0.0,0.4215
6202,0.0,1.0,0.0,0.0
6205,0.42,0.58,0.0,0.4404
6210,0.278,0.722,0.0,0.4019
6211,0.156,0.844,0.0,0.6124
6221,0.0,1.0,0.0,0.0
6223,0.0,1.0,0.0,0.0
6224,0.278,0.556,0.167,0.2023
6228,0.0,1.0,0.0,0.0
6229,0.325,0.675,0.0,0.6486
6230,0.167,0.833,0.0,0.2023
6233,0.0,1.0,0.0,0.0
6234,0.126,0.874,0.0,0.0772
6235,0.172,0.828,0.0,0.3167
6238,0.0,1.0,0.0,0.0
6243,0.333,0.496,0.17,0.3182
6245,0.118,0.772,0.11,0.0516
6246,0.129,0.718,0.153,-0.128
6247,0.0,1.0,0.0,0.0
6248,0.094,0.768,0.138,-0.3632
6249,0.384,0.616,0.0,0.6808
6250,0.326,0.674,0.0,0.4404
6251,0.132,0.586,0.283,-0.4754
6252,0.0,1.0,0.0,0.0
6255,0.0,0.833,0.167,-0.296
6256,0.0,1.0,0.0,0.0
6259,0.213,0.787,0.0,0.6597
6262,0.0,1.0,0.0,0.0
6266,0.318,0.682,0.0,0.4215
6267,0.293,0.707,0.0,0.4404
6269,0.099,0.796,0.105,-0.046
6272,0.0,1.0,0.0,0.0
6274,0.577,0.423,0.0,0.6249
6277,0.0,1.0,0.0,0.0
6280,0.0,1.0,0.0,0.0
6281,0.0,0.833,0.167,-0.1027
6282,0.0,1.0,0.0,0.0
6283,0.364,0.636,0.0,0.3167
6284,0.0,1.0,0.0,0.0
6286,0.0,1.0,0.0,0.0
6289,0.172,0.828,0.0,0.4019
6290,0.0,1.0,0.0,0.0
6291,0.0,1.0,0.0,0.0
6292,0.42,0.58,0.0,0.4404
6296,0.252,0.748,0.0,0.4019
6298,0.0,1.0,0.0,0.0
6299,0.101,0.899,0.0,0.4215
6307,0.0,1.0,0.0,0.0
6308,0.259,0.741,0.0,0.2732
6309,0.0,0.843,0.157,-0.4201
6311,0.091,0.766,0.144,-0.2732
6312,0.0,1.0,0.0,0.0
6315,0.465,0.535,0.0,0.8834
6316,0.0,1.0,0.0,0.0
6317,0.0,0.749,0.251,-0.6555
6318,0.617,0.383,0.0,0.7537
6319,0.342,0.658,0.0,0.3818
6320,0.104,0.823,0.073,0.1796
6321,0.286,0.714,0.0,0.4215
6324,0.0,0.769,0.231,-0.4019
6325,0.453,0.547,0.0,0.7003
6326,0.145,0.855,0.0,0.6041
6327,0.0,0.808,0.192,-0.1695
6330,0.0,1.0,0.0,0.0
6333,0.0,0.761,0.239,-0.296
6334,0.0,1.0,0.0,0.0
6335,0.225,0.775,0.0,0.4404
6336,0.492,0.508,0.0,0.4404
6338,0.346,0.451,0.203,0.2263
6339,0.263,0.737,0.0,0.6124
6344,0.0,0.761,0.239,-0.296
6345,0.0,1.0,0.0,0.0
6346,0.0,0.781,0.219,-0.2411
6349,0.592,0.408,0.0,0.4404
6350,0.0,1.0,0.0,0.0
6351,0.0,1.0,0.0,0.0
6352,0.592,0.408,0.0,0.4404
6353,0.224,0.64,0.136,0.2748
6356,0.0,1.0,0.0,0.0
6357,0.0,1.0,0.0,0.0
6358,0.0,1.0,0.0,0.0
6359,0.236,0.764,0.0,0.4754
6360,0.0,1.0,0.0,0.0
6362,0.0,0.787,0.213,-0.2263
6368,0.115,0.663,0.222,-0.3472
6369,0.265,0.735,0.0,0.6597
6370,0.0,0.773,0.227,-0.4767
6371,0.295,0.705,0.0,0.5563
6372,0.09,0.824,0.086,0.0258
6373,0.0,1.0,0.0,0.0
6374,0.162,0.838,0.0,0.4404
6375,0.0,1.0,0.0,0.0
6376,0.0,1.0,0.0,0.0
6380,0.172,0.828,0.0,0.3612
6381,0.0,0.821,0.179,-0.5423
6382,0.209,0.791,0.0,0.4404
6384,0.0,1.0,0.0,0.0
6387,0.5,0.5,0.0,0.6115
6389,0.182,0.741,0.077,0.4541
6391,0.431,0.569,0.0,0.6486
6392,0.0,0.687,0.313,-0.4767
6393,0.0,1.0,0.0,0.0
6394,0.0,0.893,0.107,-0.3412
6403,0.492,0.508,0.0,0.4404
6404,0.0,1.0,0.0,0.0
6409,0.0,1.0,0.0,0.0
6410,0.326,0.674,0.0,0.4404
6414,0.322,0.678,0.0,0.6908
6415,0.083,0.849,0.068,0.09
6417,0.31,0.69,0.0,0.4019
6419,0.224,0.776,0.0,0.3818
6420,0.0,1.0,0.0,0.0
6421,0.0,0.876,0.124,-0.3089
6423,0.0,1.0,0.0,0.0
6424,0.0,0.78,0.22,-0.3089
6426,0.13,0.87,0.0,0.2732
6427,0.385,0.615,0.0,0.3612
6429,0.14,0.725,0.136,0.0199
6432,0.0,1.0,0.0,0.0
6433,0.0,1.0,0.0,0.0
6434,0.0,0.828,0.172,-0.4019
6435,0.0,0.833,0.167,-0.34
6436,0.318,0.682,0.0,0.4215
6437,0.0,0.469,0.531,-0.5256
6438,0.051,0.878,0.072,-0.2023
6441,0.244,0.595,0.161,0.1335
6442,0.182,0.818,0.0,0.25
6443,0.25,0.648,0.102,0.4939
6444,0.31,0.69,0.0,0.4019
6445,0.231,0.769,0.0,0.4019
6446,0.0,1.0,0.0,0.0
6448,0.0,1.0,0.0,0.0
6451,0.261,0.739,0.0,0.6486
6452,0.0,1.0,0.0,0.0
6453,0.385,0.615,0.0,0.6124
6457,0.297,0.602,0.102,0.6369
6459,0.483,0.517,0.0,0.4215
6463,0.0,0.931,0.069,-0.1027
6467,0.535,0.465,0.0,0.5574
6471,0.0,1.0,0.0,0.0
6472,0.0,1.0,0.0,0.0
6473,0.659,0.341,0.0,0.7003
6474,0.0,1.0,0.0,0.0
6475,0.068,0.872,0.06,0.0754
6476,0.0,1.0,0.0,0.0
