ID,POSITIVE,NEUTRAL,NEGATIVE,COMPUND 
6477,0.0,1.0,0.0,0.0
6478,0.0,1.0,0.0,0.0
6479,0.0,1.0,0.0,0.0
6480,0.236,0.764,0.0,0.5267
6485,0.0,1.0,0.0,0.0
6486,0.0,1.0,0.0,0.0
6487,0.0,1.0,0.0,0.0
6488,0.0,1.0,0.0,0.0
6493,0.341,0.659,0.0,0.4767
6494,0.0,1.0,0.0,0.0
6503,0.293,0.707,0.0,0.4404
6504,0.0,1.0,0.0,0.0
6505,0.0,1.0,0.0,0.0
6507,0.148,0.714,0.138,0.0516
6509,0.0,0.69,0.31,-0.4019
6510,0.0,1.0,0.0,0.0
6512,0.247,0.753,0.0,0.3182
6513,0.0,1.0,0.0,0.0
6514,0.0,1.0,0.0,0.0
6515,0.0,1.0,0.0,0.0
6520,0.42,0.58,0.0,0.4404
6521,0.0,1.0,0.0,0.0
6522,0.0,1.0,0.0,0.0
6523,0.403,0.597,0.0,0.4019
6524,0.0,1.0,0.0,0.0
6525,0.492,0.508,0.0,0.4404
6526,0.0,1.0,0.0,0.0
6528,0.153,0.847,0.0,0.2023
6530,0.0,0.577,0.423,-0.296
6531,0.122,0.878,0.0,0.3612
6532,0.076,0.924,0.0,0.4019
6533,0.0,0.954,0.046,-0.0382
6534,0.0,0.577,0.423,-0.296
6535,0.326,0.674,0.0,0.4404
6536,0.0,1.0,0.0,0.0
6537,0.0,0.677,0.323,-0.6486
6538,0.252,0.748,0.0,0.4019
6539,0.0,0.864,0.136,-0.296
6540,0.119,0.752,0.128,-0.0516
6541,0.0,1.0,0.0,0.0
6543,0.0,1.0,0.0,0.0
6548,0.0,0.694,0.306,-0.296
6549,0.592,0.408,0.0,0.4404
6551,0.0,0.722,0.278,-0.4019
6556,0.0,1.0,0.0,0.0
6557,0.592,0.408,0.0,0.4404
6558,0.455,0.545,0.0,0.3612
6560,0.206,0.794,0.0,0.5267
6561,0.267,0.733,0.0,0.4588
6562,0.0,1.0,0.0,0.0
6564,0.744,0.256,0.0,0.4404
6565,0.0,0.714,0.286,-0.4215
6567,0.283,0.717,0.0,0.7964
6568,0.0,1.0,0.0,0.0
6569,0.312,0.688,0.0,0.7089
6570,0.0,1.0,0.0,0.0
6571,0.0,0.803,0.197,-0.4019
6574,0.426,0.574,0.0,0.4522
6575,0.0,0.803,0.197,-0.4019
6576,0.0,0.899,0.101,-0.4215
6577,0.204,0.796,0.0,0.3182
6578,0.161,0.655,0.185,-0.1027
6579,0.0,1.0,0.0,0.0
6580,0.0,1.0,0.0,0.0
6581,0.0,0.784,0.216,-0.607
6582,0.213,0.787,0.0,0.4019
6584,0.0,1.0,0.0,0.0
6586,0.0,1.0,0.0,0.0
6587,0.592,0.408,0.0,0.4404
6593,0.0,1.0,0.0,0.0
6594,0.252,0.748,0.0,0.4019
6598,0.592,0.408,0.0,0.4404
6599,0.0,1.0,0.0,0.0
6600,0.0,1.0,0.0,0.0
6602,0.0,1.0,0.0,0.0
6603,0.0,1.0,0.0,0.0
6604,0.0,1.0,0.0,0.0
6605,0.188,0.812,0.0,0.5267
6607,0.403,0.597,0.0,0.4019
6610,0.576,0.424,0.0,0.7777
6612,0.326,0.674,0.0,0.4404
6613,0.204,0.796,0.0,0.4767
6614,0.184,0.816,0.0,0.5423
6615,0.744,0.256,0.0,0.4404
6616,0.0,1.0,0.0,0.0
6617,0.474,0.526,0.0,0.4019
6618,0.209,0.791,0.0,0.4404
6620,0.286,0.714,0.0,0.4215
6625,0.115,0.885,0.0,0.0772
6627,0.592,0.408,0.0,0.4404
6628,0.351,0.649,0.0,0.6597
6632,0.124,0.815,0.06,0.3612
6633,0.0,0.707,0.293,-0.4404
6636,0.42,0.58,0.0,0.4404
6638,0.0,1.0,0.0,0.0
6639,0.0,0.921,0.079,-0.2411
6640,0.321,0.679,0.0,0.6361
6641,0.0,1.0,0.0,0.0
6644,0.0,1.0,0.0,0.0
6647,0.0,1.0,0.0,0.0
6648,0.0,1.0,0.0,0.0
6649,0.592,0.408,0.0,0.4404
6650,0.247,0.753,0.0,0.3182
6652,0.0,1.0,0.0,0.0
6653,0.202,0.798,0.0,0.4215
6654,0.592,0.408,0.0,0.4404
6655,0.277,0.723,0.0,0.3182
6662,0.293,0.707,0.0,0.4404
6663,0.283,0.717,0.0,0.2449
6664,0.0,0.65,0.35,-0.6486
6666,0.0,1.0,0.0,0.0
6667,0.198,0.802,0.0,0.296
6668,0.0,1.0,0.0,0.0
6669,0.0,1.0,0.0,0.0
6670,0.0,1.0,0.0,0.0
6671,0.259,0.741,0.0,0.4215
6673,0.0,0.745,0.255,-0.4767
6674,0.0,1.0,0.0,0.0
6675,0.0,1.0,0.0,0.0
6676,0.057,0.943,0.0,0.1901
6680,0.204,0.796,0.0,0.3182
6682,0.24,0.76,0.0,0.743
6683,0.195,0.805,0.0,0.4404
6687,0.516,0.484,0.0,0.4927
6688,0.0,1.0,0.0,0.0
6689,0.333,0.667,0.0,0.3612
6690,0.3,0.7,0.0,0.4576
6692,0.35,0.65,0.0,0.4005
6701,0.266,0.734,0.0,0.4404
6702,0.0,1.0,0.0,0.0
6703,0.0,1.0,0.0,0.0
6704,0.0,0.913,0.087,-0.296
6705,0.0,1.0,0.0,0.0
6706,0.244,0.756,0.0,0.4404
6714,0.0,1.0,0.0,0.0
6715,0.0,1.0,0.0,0.0
6716,0.307,0.693,0.0,0.7351
6722,0.367,0.633,0.0,0.4404
6726,0.245,0.755,0.0,0.4404
6729,0.266,0.734,0.0,0.4404
6732,0.0,1.0,0.0,0.0
6733,0.403,0.597,0.0,0.6597
6739,0.0,1.0,0.0,0.0
6740,0.0,0.476,0.524,-0.296
6741,0.252,0.748,0.0,0.4019
6743,0.319,0.681,0.0,0.7269
6745,0.065,0.848,0.087,-0.1129
6746,0.0,1.0,0.0,0.0
6747,0.0,1.0,0.0,0.0
6749,0.0,1.0,0.0,0.0
6750,0.0,1.0,0.0,0.0
6751,0.0,1.0,0.0,0.0
6752,0.0,1.0,0.0,0.0
6753,0.0,1.0,0.0,0.0
6759,0.257,0.743,0.0,0.5423
6763,0.133,0.867,0.0,0.3182
6766,0.111,0.796,0.093,0.1027
6767,0.157,0.843,0.0,0.4215
6770,0.0,1.0,0.0,0.0
6771,0.074,0.814,0.112,-0.25
6775,0.195,0.805,0.0,0.4404
6778,0.437,0.341,0.222,0.6486
6779,0.187,0.736,0.077,0.5574
6780,0.122,0.878,0.0,0.3612
6781,0.0,0.818,0.182,-0.3947
6782,0.403,0.597,0.0,0.4019
6783,0.0,1.0,0.0,0.0
6784,0.0,0.969,0.031,-0.0516
6787,0.0,1.0,0.0,0.0
6788,0.0,1.0,0.0,0.0
6789,0.0,1.0,0.0,0.0
6790,0.0,0.627,0.373,-0.4549
6793,0.592,0.408,0.0,0.4404
6796,0.744,0.256,0.0,0.4404
6800,0.22,0.78,0.0,0.5859
6807,0.0,1.0,0.0,0.0
6808,0.0,1.0,0.0,0.0
6809,0.0,0.774,0.226,-0.5661
6810,0.259,0.741,0.0,0.4215
6812,0.0,0.792,0.208,-0.5358
6814,0.0,1.0,0.0,0.0
6815,0.0,1.0,0.0,0.0
6818,0.444,0.556,0.0,0.6808
6820,0.0,1.0,0.0,0.0
6829,0.119,0.793,0.088,0.25
6830,0.302,0.698,0.0,0.3818
6831,0.114,0.697,0.189,-0.2942
6834,0.0,0.571,0.429,-0.128
6835,0.0,0.744,0.256,-0.4767
6836,0.744,0.256,0.0,0.4404
6837,0.403,0.597,0.0,0.4019
6840,0.412,0.588,0.0,0.6808
6844,0.153,0.847,0.0,0.4019
6858,0.0,1.0,0.0,0.0
6860,0.0,1.0,0.0,0.0
6868,0.0,1.0,0.0,0.0
6869,0.0,1.0,0.0,0.0
6872,0.211,0.789,0.0,0.6808
6874,0.0,1.0,0.0,0.0
6875,0.144,0.856,0.0,0.4927
6876,0.085,0.707,0.208,-0.5423
6877,0.064,0.936,0.0,0.0258
6878,0.0,0.924,0.076,-0.4215
6879,0.11,0.75,0.14,-0.1513
6880,0.0,1.0,0.0,0.0
6881,0.0,1.0,0.0,0.0
6882,0.242,0.758,0.0,0.5859
6883,0.192,0.616,0.192,0.0
6885,0.492,0.508,0.0,0.4404
6886,0.167,0.833,0.0,0.2023
6887,0.0,1.0,0.0,0.0
6888,0.0,1.0,0.0,0.0
6892,0.744,0.256,0.0,0.4404
6893,0.0,0.741,0.259,-0.1027
6894,0.0,1.0,0.0,0.0
6895,0.0,1.0,0.0,0.0
6898,0.326,0.674,0.0,0.4404
6899,0.435,0.565,0.0,0.6597
6903,0.0,1.0,0.0,0.0
6906,0.0,0.915,0.085,-0.1027
6907,0.0,1.0,0.0,0.0
6908,0.0,1.0,0.0,0.0
6909,0.0,1.0,0.0,0.0
6910,0.336,0.518,0.146,0.4482
6911,0.123,0.69,0.188,-0.1779
6912,0.13,0.87,0.0,0.4019
6913,0.0,0.824,0.176,-0.7184
6915,0.592,0.408,0.0,0.4404
6917,0.233,0.495,0.272,-0.2023
6922,0.537,0.463,0.0,0.7003
6925,0.262,0.738,0.0,0.7783
6926,0.0,1.0,0.0,0.0
6927,0.101,0.899,0.0,0.2023
6928,0.087,0.913,0.0,0.2023
6929,0.0,1.0,0.0,0.0
6931,0.175,0.825,0.0,0.1779
6932,0.408,0.282,0.31,0.1779
6933,0.0,1.0,0.0,0.0
6935,0.744,0.256,0.0,0.4404
6937,0.592,0.408,0.0,0.4404
6938,0.0,1.0,0.0,0.0
6941,0.326,0.674,0.0,0.4404
6942,0.0,1.0,0.0,0.0
6943,0.0,1.0,0.0,0.0
6945,0.0,0.569,0.431,-0.5849
6946,0.266,0.734,0.0,0.4404
6947,0.128,0.752,0.119,0.0516
6955,0.0,0.9,0.1,-0.6007
6956,0.172,0.828,0.0,0.4019
6957,0.0,0.885,0.115,-0.3804
6958,0.577,0.423,0.0,0.6249
6960,0.0,0.839,0.161,-0.3612
6961,0.155,0.69,0.155,0.0
6962,0.744,0.256,0.0,0.4404
6972,0.371,0.629,0.0,0.7096
6973,0.155,0.845,0.0,0.5095
6975,0.211,0.789,0.0,0.7096
6977,0.244,0.756,0.0,0.4404
6979,0.226,0.645,0.129,0.2732
6980,0.0,1.0,0.0,0.0
6981,0.0,1.0,0.0,0.0
6982,0.0,1.0,0.0,0.0
6984,0.483,0.517,0.0,0.4215
6985,0.298,0.702,0.0,0.5255
6986,0.0,1.0,0.0,0.0
6988,0.0,1.0,0.0,0.0
6989,0.264,0.736,0.0,0.6164
6991,0.214,0.714,0.071,0.4215
6992,0.051,0.813,0.136,-0.5994
6993,0.279,0.615,0.107,0.6369
6994,0.0,1.0,0.0,0.0
6998,0.0,0.803,0.197,-0.4019
6999,0.134,0.866,0.0,0.5023
7009,0.224,0.776,0.0,0.3818
7010,0.0,1.0,0.0,0.0
7014,0.599,0.401,0.0,0.4576
7017,0.0,1.0,0.0,0.0
7018,0.266,0.734,0.0,0.4404
7031,0.492,0.508,0.0,0.4404
7033,0.145,0.75,0.105,0.1872
7035,0.326,0.674,0.0,0.4404
7037,0.725,0.275,0.0,0.6453
7038,0.0,1.0,0.0,0.0
7045,0.52,0.48,0.0,0.8251
7048,0.062,0.938,0.0,0.1796
7049,0.0,1.0,0.0,0.0
7051,0.0,1.0,0.0,0.0
7053,0.244,0.756,0.0,0.4404
7055,0.182,0.818,0.0,0.4404
7056,0.172,0.828,0.0,0.3612
7059,0.0,1.0,0.0,0.0
7060,0.209,0.791,0.0,0.4404
7064,0.286,0.714,0.0,0.4215
7065,0.0,1.0,0.0,0.0
7067,0.479,0.521,0.0,0.5574
7071,0.592,0.408,0.0,0.4404
7072,0.125,0.875,0.0,0.3775
7075,0.393,0.164,0.443,-0.0772
7076,0.366,0.634,0.0,0.6369
7086,0.195,0.805,0.0,0.4404
7089,0.722,0.278,0.0,0.3818
7090,0.0,1.0,0.0,0.0
7091,0.237,0.763,0.0,0.4215
7097,0.0,1.0,0.0,0.0
7098,0.379,0.621,0.0,0.6705
7099,0.0,1.0,0.0,0.0
7101,0.0,1.0,0.0,0.0
7102,0.0,0.783,0.217,-0.3612
7109,0.128,0.872,0.0,0.3612
7112,0.583,0.417,0.0,0.4215
7130,0.394,0.606,0.0,0.6369
7132,0.0,1.0,0.0,0.0
7136,0.14,0.86,0.0,0.0772
7141,0.215,0.785,0.0,0.6369
7142,0.219,0.781,0.0,0.7089
7143,0.0,1.0,0.0,0.0
7144,0.655,0.345,0.0,0.765
7145,0.0,1.0,0.0,0.0
7146,0.538,0.462,0.0,0.5411
7147,0.266,0.734,0.0,0.4404
7149,0.0,0.682,0.318,-0.4215
7150,0.223,0.777,0.0,0.3506
7159,0.404,0.596,0.0,0.5256
7160,0.151,0.782,0.067,0.3612
7161,0.097,0.791,0.112,-0.1027
7166,0.744,0.256,0.0,0.4404
7167,0.0,1.0,0.0,0.0
7168,0.219,0.685,0.096,0.4215
7175,0.0,1.0,0.0,0.0
7176,0.0,1.0,0.0,0.0
7178,0.483,0.517,0.0,0.4215
7182,0.293,0.707,0.0,0.4404
7183,0.0,1.0,0.0,0.0
7184,0.0,1.0,0.0,0.0
7185,0.0,1.0,0.0,0.0
7193,0.122,0.878,0.0,0.3612
7195,0.744,0.256,0.0,0.4404
7196,0.103,0.897,0.0,0.1531
7199,0.394,0.606,0.0,0.3818
7200,0.388,0.612,0.0,0.6908
7201,0.583,0.417,0.0,0.4939
7202,0.56,0.44,0.0,0.6249
7203,0.0,0.891,0.109,-0.2411
7204,0.406,0.594,0.0,0.584
7206,0.112,0.785,0.103,0.0516
7207,0.0,0.82,0.18,-0.296
7208,0.0,1.0,0.0,0.0
7210,0.183,0.611,0.206,-0.0772
7211,0.0,1.0,0.0,0.0
7213,0.0,0.856,0.144,-0.4019
7218,0.0,1.0,0.0,0.0
7219,0.0,1.0,0.0,0.0
7220,0.0,1.0,0.0,0.0
7221,0.0,0.895,0.105,-0.3535
7223,0.0,1.0,0.0,0.0
7224,0.293,0.707,0.0,0.4404
7229,0.0,0.855,0.145,-0.296
7230,0.144,0.856,0.0,0.4019
7233,0.268,0.732,0.0,0.296
7236,0.483,0.517,0.0,0.4215
7239,0.391,0.609,0.0,0.6705
7240,0.099,0.901,0.0,0.6697
7241,0.326,0.674,0.0,0.6486
7246,0.099,0.901,0.0,0.0258
7247,0.317,0.683,0.0,0.7845
7248,0.109,0.817,0.074,0.2247
7253,0.206,0.685,0.109,0.34
7254,0.0,1.0,0.0,0.0
7255,0.097,0.829,0.074,0.1263
7256,0.528,0.472,0.0,0.6801
7257,0.078,0.922,0.0,0.2144
7260,0.222,0.778,0.0,0.2484
7266,0.207,0.631,0.162,0.25
7267,0.0,1.0,0.0,0.0
7269,0.252,0.748,0.0,0.4019
7270,0.174,0.826,0.0,0.2732
7271,0.0,0.947,0.053,-0.0772
7272,0.075,0.925,0.0,0.3818
7273,0.184,0.816,0.0,0.5059
7276,0.0,0.917,0.083,-0.2263
7279,0.0,1.0,0.0,0.0
7280,0.0,1.0,0.0,0.0
7283,0.0,1.0,0.0,0.0
7295,0.0,1.0,0.0,0.0
7300,0.0,1.0,0.0,0.0
7305,0.06,0.682,0.257,-0.81
7306,0.172,0.777,0.05,0.8558
7307,0.259,0.741,0.0,0.4215
7308,0.583,0.417,0.0,0.6808
7309,0.0,0.781,0.219,-0.1027
7310,0.252,0.748,0.0,0.4019
7313,0.0,1.0,0.0,0.0
7315,0.296,0.632,0.072,0.6059
7316,0.0,0.842,0.158,-0.3089
7319,0.583,0.417,0.0,0.6808
7320,0.0,1.0,0.0,0.0
7321,0.31,0.498,0.192,0.1689
7322,0.238,0.762,0.0,0.3612
7323,0.317,0.683,0.0,0.6249
7326,0.744,0.256,0.0,0.4404
7327,0.636,0.364,0.0,0.3612
7328,0.0,1.0,0.0,0.0
7332,0.367,0.633,0.0,0.4404
7333,0.379,0.371,0.25,0.101
7337,0.0,1.0,0.0,0.0
7338,0.0,0.736,0.264,-0.659
7341,0.0,1.0,0.0,0.0
7345,0.561,0.439,0.0,0.7506
7346,0.0,0.676,0.324,-0.7351
7348,0.0,1.0,0.0,0.0
7349,0.0,0.922,0.078,-0.296
7350,0.0,1.0,0.0,0.0
7352,0.39,0.61,0.0,0.8074
7355,0.151,0.703,0.146,0.0258
7360,0.293,0.707,0.0,0.4404
7361,0.0,1.0,0.0,0.0
7362,0.0,1.0,0.0,0.0
7363,0.0,1.0,0.0,0.0
7364,0.086,0.914,0.0,0.1779
7365,0.0,0.847,0.153,-0.4019
7366,0.343,0.657,0.0,0.5719
7368,0.839,0.161,0.0,0.6369
7369,0.455,0.545,0.0,0.3612
7374,0.0,1.0,0.0,0.0
7377,0.347,0.653,0.0,0.4926
7378,0.0,1.0,0.0,0.0
7379,0.0,1.0,0.0,0.0
7383,0.1,0.9,0.0,0.2732
7384,0.179,0.755,0.066,0.5859
7387,0.0,0.857,0.143,-0.4588
7388,0.262,0.738,0.0,0.4939
7389,0.0,1.0,0.0,0.0
7391,0.0,1.0,0.0,0.0
7392,0.112,0.888,0.0,0.5267
7393,0.0,1.0,0.0,0.0
7395,0.744,0.256,0.0,0.4404
7396,0.0,0.805,0.195,-0.1761
7397,0.0,1.0,0.0,0.0
7401,0.301,0.699,0.0,0.802
7402,0.0,0.649,0.351,-0.4019
7403,0.08,0.92,0.0,0.4019
7408,0.367,0.633,0.0,0.4404
7412,0.0,1.0,0.0,0.0
7413,0.0,1.0,0.0,0.0
7414,0.0,0.845,0.155,-0.296
7415,0.0,1.0,0.0,0.0
7421,0.125,0.875,0.0,0.2144
7425,0.592,0.408,0.0,0.4404
7426,0.0,1.0,0.0,0.0
7428,0.0,1.0,0.0,0.0
7431,0.42,0.58,0.0,0.4404
7437,0.278,0.722,0.0,0.4019
7438,0.152,0.848,0.0,0.3612
7439,0.126,0.806,0.068,0.3167
7440,0.341,0.659,0.0,0.6908
7441,0.0,1.0,0.0,0.0
7442,0.0,0.718,0.282,-0.2411
7449,0.0,1.0,0.0,0.0
7455,0.0,0.789,0.211,-0.1531
7456,0.535,0.465,0.0,0.8481
7459,0.0,1.0,0.0,0.0
7460,0.359,0.641,0.0,0.4215
7461,0.238,0.762,0.0,0.3612
7462,0.278,0.722,0.0,0.4019
7463,0.273,0.559,0.168,0.1779
7464,0.157,0.843,0.0,0.4215
7465,0.0,1.0,0.0,0.0
7468,0.0,1.0,0.0,0.0
7471,0.0,0.881,0.119,-0.4019
7476,0.0,1.0,0.0,0.0
7478,0.0,1.0,0.0,0.0
7479,0.0,0.949,0.051,-0.3612
7480,0.0,0.781,0.219,-0.1027
7481,0.0,1.0,0.0,0.0
7482,0.134,0.791,0.075,0.2919
7483,0.0,1.0,0.0,0.0
7484,0.301,0.699,0.0,0.6808
7485,0.219,0.781,0.0,0.4215
7487,0.492,0.508,0.0,0.4404
7488,0.147,0.853,0.0,0.2263
7491,0.272,0.728,0.0,0.7269
7494,0.13,0.87,0.0,0.6249
7496,0.0,1.0,0.0,0.0
7499,0.0,1.0,0.0,0.0
7500,0.0,0.865,0.135,-0.1027
7502,0.0,1.0,0.0,0.0
7503,0.193,0.697,0.111,0.25
7504,0.269,0.731,0.0,0.5279
7513,0.588,0.412,0.0,0.6908
7516,0.161,0.839,0.0,0.3612
7517,0.592,0.408,0.0,0.4404
7520,0.091,0.909,0.0,0.4404
7521,0.0,1.0,0.0,0.0
7522,0.0,1.0,0.0,0.0
7523,0.252,0.748,0.0,0.7236
7525,0.0,1.0,0.0,0.0
7529,0.218,0.669,0.113,0.3612
7530,0.494,0.506,0.0,0.4466
7532,0.266,0.734,0.0,0.5622
7534,0.574,0.426,0.0,0.4019
7540,0.39,0.61,0.0,0.4939
7541,0.114,0.636,0.25,-0.4939
7546,0.0,0.787,0.213,-0.4019
7547,0.17,0.789,0.041,0.7504
7548,0.384,0.616,0.0,0.6808
7551,0.592,0.408,0.0,0.4404
7552,0.231,0.553,0.216,0.0772
7553,0.369,0.631,0.0,0.6249
7562,0.134,0.866,0.0,0.1779
7567,0.0,0.597,0.403,-0.4019
7570,0.202,0.798,0.0,0.6486
7571,0.0,1.0,0.0,0.0
7572,0.592,0.408,0.0,0.4404
7579,0.152,0.848,0.0,0.34
7580,0.263,0.737,0.0,0.6908
7583,0.157,0.843,0.0,0.0772
7584,0.0,1.0,0.0,0.0
7585,0.0,1.0,0.0,0.0
7589,0.0,1.0,0.0,0.0
7612,0.0,0.748,0.252,-0.4019
7613,0.0,1.0,0.0,0.0
7619,0.204,0.728,0.068,0.5859
7620,0.11,0.89,0.0,0.3818
7622,0.0,1.0,0.0,0.0
7623,0.234,0.565,0.2,0.1078
7626,0.592,0.408,0.0,0.4404
7627,0.175,0.723,0.102,0.2975
7628,0.0,1.0,0.0,0.0
7634,0.3,0.222,0.478,-0.3818
7635,0.127,0.873,0.0,0.2235
7636,0.0,0.876,0.124,-0.4767
7637,0.524,0.476,0.0,0.6705
7640,0.362,0.638,0.0,0.7783
7641,0.087,0.802,0.111,-0.128
7642,0.0,1.0,0.0,0.0
7643,0.592,0.408,0.0,0.4404
7648,0.0,1.0,0.0,0.0
7649,0.091,0.909,0.0,0.2263
7652,0.0,1.0,0.0,0.0
7656,0.259,0.741,0.0,0.6808
7660,0.173,0.827,0.0,0.3182
7664,0.577,0.423,0.0,0.802
7665,0.162,0.838,0.0,0.4391
7666,0.075,0.925,0.0,0.1779
7672,0.75,0.25,0.0,0.4576
7673,0.0,0.745,0.255,-0.5859
7674,0.744,0.256,0.0,0.4404
7675,0.607,0.393,0.0,0.4754
7676,0.492,0.508,0.0,0.4404
7681,0.608,0.392,0.0,0.4767
7682,0.0,1.0,0.0,0.0
7683,0.0,0.906,0.094,-0.4019
7688,0.0,1.0,0.0,0.0
7689,0.0,1.0,0.0,0.0
7694,0.592,0.408,0.0,0.4404
7696,0.326,0.674,0.0,0.4404
7697,0.0,0.89,0.11,-0.1531
7699,0.0,1.0,0.0,0.0
7700,0.0,1.0,0.0,0.0
7703,0.492,0.508,0.0,0.4404
7711,0.0,0.855,0.145,-0.6956
7712,0.257,0.743,0.0,0.63
7713,0.0,1.0,0.0,0.0
7715,0.186,0.814,0.0,0.4939
7717,0.118,0.755,0.127,-0.0516
7719,0.0,1.0,0.0,0.0
7723,0.753,0.247,0.0,0.7269
7728,0.0,1.0,0.0,0.0
7729,0.277,0.723,0.0,0.3182
7733,0.412,0.588,0.0,0.4215
7735,0.319,0.442,0.239,-0.0258
7738,0.212,0.66,0.127,0.2023
7747,0.0,1.0,0.0,0.0
7748,0.167,0.833,0.0,0.34
7755,0.0,1.0,0.0,0.0
7756,0.556,0.444,0.0,0.3612
7758,0.0,1.0,0.0,0.0
7762,0.0,1.0,0.0,0.0
7770,0.0,1.0,0.0,0.0
7774,0.0,1.0,0.0,0.0
7775,0.0,1.0,0.0,0.0
7778,0.351,0.649,0.0,0.4019
7780,0.744,0.256,0.0,0.4404
7794,0.428,0.572,0.0,0.4576
7795,0.0,1.0,0.0,0.0
7799,0.0,0.526,0.474,-0.4019
7803,0.209,0.791,0.0,0.4404
7812,0.0,1.0,0.0,0.0
7813,0.0,1.0,0.0,0.0
7814,0.0,1.0,0.0,0.0
7820,0.0,1.0,0.0,0.0
7831,0.075,0.864,0.061,0.128
7832,0.248,0.752,0.0,0.4522
7835,0.0,0.783,0.217,-0.3612
7837,0.0,1.0,0.0,0.0
7841,0.0,0.877,0.123,-0.1027
7842,0.0,1.0,0.0,0.0
7845,0.111,0.628,0.261,-0.4767
7846,0.579,0.421,0.0,0.6705
7851,0.0,1.0,0.0,0.0
7852,0.0,1.0,0.0,0.0
7853,0.0,0.78,0.22,-0.4782
7854,0.094,0.781,0.125,-0.1546
7855,0.0,1.0,0.0,0.0
7857,0.394,0.606,0.0,0.3818
7858,0.0,0.517,0.483,-0.4215
7859,0.0,1.0,0.0,0.0
7863,0.0,0.5,0.5,-0.4588
7864,0.33,0.309,0.361,-0.0772
7865,0.0,1.0,0.0,0.0
7869,0.403,0.597,0.0,0.6597
7870,0.172,0.828,0.0,0.4019
7874,0.305,0.695,0.0,0.6908
7875,0.206,0.794,0.0,0.3818
7876,0.0,1.0,0.0,0.0
7877,0.109,0.891,0.0,0.4019
7879,0.535,0.465,0.0,0.5574
7884,0.0,1.0,0.0,0.0
7887,0.375,0.625,0.0,0.4939
7888,0.0,0.876,0.124,-0.4782
7889,0.0,1.0,0.0,0.0
7890,0.0,1.0,0.0,0.0
7895,0.135,0.865,0.0,0.3612
7896,0.12,0.88,0.0,0.5267
7904,0.217,0.629,0.154,0.2263
7908,0.0,1.0,0.0,0.0
7913,0.223,0.777,0.0,0.3182
7915,0.0,1.0,0.0,0.0
7916,0.0,1.0,0.0,0.0
7918,0.0,1.0,0.0,0.0
7919,0.209,0.791,0.0,0.4404
7920,0.172,0.828,0.0,0.3612
7921,0.0,1.0,0.0,0.0
7922,0.286,0.714,0.0,0.5267
7923,0.181,0.819,0.0,0.6249
7924,0.215,0.506,0.278,-0.128
7925,0.0,1.0,0.0,0.0
7926,0.066,0.778,0.156,-0.4767
7929,0.326,0.674,0.0,0.4404
7930,0.0,0.875,0.125,-0.5927
7933,0.263,0.737,0.0,0.6115
7935,0.0,1.0,0.0,0.0
7936,0.0,1.0,0.0,0.0
7937,0.0,0.597,0.403,-0.4019
7938,0.598,0.402,0.0,0.4549
7939,0.286,0.714,0.0,0.3415
7940,0.0,1.0,0.0,0.0
7942,0.0,1.0,0.0,0.0
7943,0.31,0.69,0.0,0.4019
7944,0.0,1.0,0.0,0.0
7945,0.403,0.597,0.0,0.6597
7946,0.297,0.54,0.163,0.4088
7951,0.744,0.256,0.0,0.4404
7952,0.0,1.0,0.0,0.0
7953,0.0,1.0,0.0,0.0
7954,0.0,0.748,0.252,-0.4019
7955,0.0,1.0,0.0,0.0
7956,0.184,0.816,0.0,0.4019
7960,0.0,1.0,0.0,0.0
7961,0.0,0.872,0.128,-0.2263
7962,0.209,0.791,0.0,0.4404
7963,0.0,1.0,0.0,0.0
7964,0.192,0.641,0.166,0.0946
7966,0.42,0.58,0.0,0.4404
7967,0.0,1.0,0.0,0.0
7968,0.0,0.492,0.508,-0.4767
7970,0.0,1.0,0.0,0.0
7971,0.0,1.0,0.0,0.0
7972,0.0,1.0,0.0,0.0
7973,0.499,0.501,0.0,0.2484
7976,0.42,0.58,0.0,0.4404
7977,0.0,0.918,0.082,-0.3612
7978,0.0,1.0,0.0,0.0
7979,0.0,1.0,0.0,0.0
7982,0.744,0.256,0.0,0.4404
7983,0.244,0.756,0.0,0.4404
7986,0.175,0.663,0.163,0.0516
7987,0.375,0.625,0.0,0.2023
7993,0.259,0.741,0.0,0.4215
7994,0.33,0.67,0.0,0.9062
7995,0.0,1.0,0.0,0.0
7996,0.0,1.0,0.0,0.0
7997,0.0,0.577,0.423,-0.296
7999,0.238,0.762,0.0,0.3612
8000,0.266,0.734,0.0,0.4404
8003,0.0,1.0,0.0,0.0
8004,0.266,0.734,0.0,0.4404
8005,0.492,0.508,0.0,0.7003
8006,0.0,1.0,0.0,0.0
8008,0.0,1.0,0.0,0.0
8012,0.286,0.714,0.0,0.6808
8014,0.392,0.455,0.153,0.4939
8016,0.152,0.733,0.115,0.1779
8017,0.0,0.853,0.147,-0.3412
8018,0.0,1.0,0.0,0.0
8019,0.169,0.718,0.113,0.3911
8020,0.0,1.0,0.0,0.0
8026,0.0,1.0,0.0,0.0
8027,0.0,0.682,0.318,-0.1027
8028,0.15,0.607,0.243,-0.25
8029,0.528,0.472,0.0,0.6808
8044,0.0,1.0,0.0,0.0
8045,0.136,0.799,0.065,0.4404
8046,0.326,0.674,0.0,0.4404
8053,0.0,0.804,0.196,-0.296
8054,0.194,0.806,0.0,0.34
